ID,TL,TL_Desc,HS6,HS6_Desc,Sector_Code,Base_Rate,Base_Rate_Alt,Final_Year,TLs_Per_6_Digit,Staging_Basket,TRQ_Quota,TRQ_Note,Tariff_Eliminated,Product_Type,Pending_Data,Ag_ID,PartnerName,ReporterName,StagingBasket,StagingBasketId,Num_MAR_Columns,PartnerStartYear,ReporterStartYear,PartnerAgreementName,ReporterAgreementName,PartnerAgreementApproved,ReporterAgreementApproved,Rule_Text,Link_Text,Link_Url,QuotaName,ProductType,Y2004,Alt_2004,Y2005,Alt_2005,Y2006,Alt_2006,Y2007,Alt_2007,Y2008,Alt_2008,Y2009,Alt_2009,Y2010,Alt_2010,Y2011,Alt_2011,Y2012,Alt_2012,Y2013,Alt_2013,Y2014,Alt_2014,Y2015,Alt_2015,Y2016,Alt_2016,Y2017,Alt_2017,Y2018,Alt_2018,Y2019,Alt_2019,Y2020,Alt_2020,Y2021,Alt_2021,Y2022,Alt_2022,Y2023,Alt_2023,Y2024,Alt_2024,Y2025,Alt_2025,Y2026,Alt_2026,Y2027,Alt_2027,Y2028,Alt_2028,Y2029,Alt_2029,Y2030,Alt_2030,Y2031,Alt_2031,Y2032,Alt_2032,Y2033,Alt_2033,Y2034,Alt_2034,Y2035,Alt_2035,Y2036,Alt_2036,Y2037,Alt_2037,Y2038,Alt_2038,Y2039,Alt_2039,Y2040,Alt_2040,Y2041,Alt_2041
440912,"02031100","Carcasses and half-carcasses","020311","CARCASSES & HALF-CARCASSES OF SWINE FRESH, CHILLED                         ","29","5",,"2006",1,6,,,true,2,false,1851,"United States","Bahrain","Immediate",6,10,,"2006","United States","Bahrain",,true,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440942,"02031100","Carcasses and half-carcasses of swine, fresh or chilled","020311","CARCASSES & HALF-CARCASSES OF SWINE FRESH, CHILLED                         ","29","0",,"2006",1,6,,,true,2,false,1881,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440954,"02031200","Hams, shoulders and cuts thereof, with bone in","020312","MEAT, SWINE, HAMS, SHLDRS, BONE IN, FRSH OR CHLLD                          ","29","5",,"2006",1,6,,,true,2,false,1893,"United States","Bahrain","Immediate",6,10,,"2006","United States","Bahrain",,true,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440987,"02031210","Fresh or chilled retail cuts of ham, shoulders and cuts thereof, with bone in","020312","MEAT, SWINE, HAMS, SHLDRS, BONE IN, FRSH OR CHLLD                          ","29",,"1.4 cents/kg","2006",2,6,,,true,2,false,1926,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441003,"02031290","Fresh or chilled hams, shoulders and cuts thereof, with bone in, other than processed","020312","MEAT, SWINE, HAMS, SHLDRS, BONE IN, FRSH OR CHLLD                          ","29","0",,"2006",2,6,,,true,2,false,1942,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441014,"02031900","Other","020319","MEAT OF SWINE, NESOI, FRESH OR CHILLED                                     ","29","5",,"2006",1,6,,,true,2,false,1953,"United States","Bahrain","Immediate",6,10,,"2006","United States","Bahrain",,true,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441051,"02031920","Meat of swine nesi, retail cuts, fresh or chilled","020319","MEAT OF SWINE, NESOI, FRESH OR CHILLED                                     ","29",,"1.4 cents/kg","2006",2,6,,,true,2,false,1990,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441065,"02031940","Meat of swine, nesi, non retail cuts, fresh or chilled","020319","MEAT OF SWINE, NESOI, FRESH OR CHILLED                                     ","29","0",,"2006",2,6,,,true,2,false,2004,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441108,"02032100","Carcasses and half-carcasses of swine, frozen","020321","CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN                              ","29","0",,"2006",1,6,,,true,2,false,2047,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441077,"02032100","Carcasses and half-carcasses","020321","CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN                              ","29","5",,"2006",1,6,,,true,2,false,2016,"United States","Bahrain","Immediate",6,10,,"2006","United States","Bahrain",,true,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441119,"02032200","Hams, shoulders and cuts thereof, with bone in","020322","MEAT, SWINE, HAMS, SHOULDERS ETC, BONE IN, FROZEN                          ","29","5",,"2006",1,6,,,true,2,false,2058,"United States","Bahrain","Immediate",6,10,,"2006","United States","Bahrain",,true,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441152,"02032210","Frozen retail cuts of hams, shoulders and cuts thereof, with bone in","020322","MEAT, SWINE, HAMS, SHOULDERS ETC, BONE IN, FROZEN                          ","29",,"1.4 cents/kg","2006",2,6,,,true,2,false,2091,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441167,"02032290","Frozen hams, shoulders and cuts thereof, with bone in, other than retail cuts","020322","MEAT, SWINE, HAMS, SHOULDERS ETC, BONE IN, FROZEN                          ","29","0",,"2006",2,6,,,true,2,false,2106,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441179,"02032900","Other","020329","MEAT OF SWINE, NESOI, FROZEN                                               ","29","5",,"2006",1,6,,,true,2,false,2118,"United States","Bahrain","Immediate",6,10,,"2006","United States","Bahrain",,true,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441218,"02032920","Frozen retail cuts of meat of swine, nesi","020329","MEAT OF SWINE, NESOI, FROZEN                                               ","29",,"1.4 cents/kg","2006",2,6,,,true,2,false,2157,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441232,"02032940","Frozen meat of swine, other than retail cuts, nesi","020329","MEAT OF SWINE, NESOI, FROZEN                                               ","29","0",,"2006",2,6,,,true,2,false,2171,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441265,"02041000","Carcasses and half-carcasses of lamb, fresh or chilled","020410","CARCASSES AND HALF-CARCASSES OF LAMB FRESH/CHILLED                         ","17",,"0.7 cents/kg","2006",1,6,,,true,2,false,2204,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441244,"02041000","Carcasses and half-carcasses of lamb, fresh or chilled","020410","CARCASSES AND HALF-CARCASSES OF LAMB FRESH/CHILLED                         ","17","0",,"2006",1,6,,,true,2,false,2183,"United States","Bahrain","Immediate",6,10,,"2006","United States","Bahrain",,true,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441298,"02042100","Carcasses and half-carcasses of sheep, other than lamb, fresh or chilled","020421","CARCASSES & HALF-CARCASSES OF SHEEP, FRESH/CHILLED                         ","17",,"2.8 cents/kg","2006",1,6,,,true,2,false,2237,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441277,"02042100","Carcasses and half-carcasses","020421","CARCASSES & HALF-CARCASSES OF SHEEP, FRESH/CHILLED                         ","17","0",,"2006",1,6,,,true,2,false,2216,"United States","Bahrain","Immediate",6,10,,"2006","United States","Bahrain",,true,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441310,"02042200","Other cuts with bone in","020422","MEAT OF SHEEP, CUTS, BONE IN NESOI, FRESH, CHILLED                         ","17","0",,"2006",1,6,,,true,2,false,2249,"United States","Bahrain","Immediate",6,10,,"2006","United States","Bahrain",,true,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441333,"02042220","Cuts of lamb meat with bone in, fresh or chilled","020422","MEAT OF SHEEP, CUTS, BONE IN NESOI, FRESH, CHILLED                         ","17",,"0.7 cents/kg","2006",2,6,,,true,2,false,2272,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441347,"02042240","Cuts of sheep meat with bone in, nesi, fresh or chilled","020422","MEAT OF SHEEP, CUTS, BONE IN NESOI, FRESH, CHILLED                         ","17",,"2.8 cents/kg","2006",2,6,,,true,2,false,2286,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441359,"02042300","Boneless","020423","MEAT OF SHEEP, BONELESS, FRESH OR CHILLED                                  ","17","0",,"2006",1,6,,,true,2,false,2298,"United States","Bahrain","Immediate",6,10,,"2006","United States","Bahrain",,true,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441382,"02042320","Boneless meat of lamb, fresh or chilled","020423","MEAT OF SHEEP, BONELESS, FRESH OR CHILLED                                  ","17",,"0.7 cents/kg","2006",2,6,,,true,2,false,2321,"Bahrain","United States","Immediate",6,10,"2006",,"Bahrain","United States",true,,"The good is new or different article of commerce that has been grown, produced or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties,  plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of the Party.",,,,"Agricultural",,,,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
